0,1,-1.6073e-06,-1.7717e-06,-1.7718e-06,-1.6731e-06,-1.6732e-06,-1.3826e-06,-1.3821e-06,-1.6872e-06,-1.6005e-06,-1.7885e-06,-1.7885e-06,-1.539e-06,-1.5668e-06,-1.5669e-06,-1.6484e-06,-1.6486e-06,-2.0148e-06,-2.0148e-06,-2.1336e-06,-1.4722e-06,-1.889e-06,-1.889e-06,-1.5465e-06,-1.5465e-06,-1.6127e-06,-1.6118e-06,-1.3995e-06,-1.3995e-06,-1.4567e-06,-1.4566e-06,-2.3465e-06,-1.1641e-06
1,1,-3.0026e-06,-3.0463e-06,-3.0462e-06,-2.9323e-06,-2.9333e-06,-2.2218e-06,-2.2224e-06,-2.7247e-06,-2.7987e-06,-3.0972e-06,-3.0968e-06,-2.7384e-06,-2.7724e-06,-2.7723e-06,-2.8347e-06,-2.8343e-06,-3.4125e-06,-3.4126e-06,-3.6467e-06,-2.6371e-06,-3.2381e-06,-3.2382e-06,-2.7339e-06,-2.7339e-06,-2.8095e-06,-2.8078e-06,-2.5284e-06,-2.5286e-06,-2.613e-06,-2.6131e-06,-4.0204e-06,-2.1033e-06
2,1,7.0178e-07,1.338e-06,1.3377e-06,1.2893e-06,1.2886e-06,1.1717e-06,1.1719e-06,1.3226e-06,1.2965e-06,1.3191e-06,1.3191e-06,1.2454e-06,1.2565e-06,1.2566e-06,1.3167e-06,1.3165e-06,1.4289e-06,1.4288e-06,1.4473e-06,1.2107e-06,1.3919e-06,1.3919e-06,1.2494e-06,1.2493e-06,1.2103e-06,1.2101e-06,1.181e-06,1.181e-06,1.2149e-06,1.2148e-06,1.5484e-06,9.9366e-07
3,1,-2.1197e-06,-2.4127e-06,-2.4129e-06,-2.2847e-06,-2.2847e-06,-1.8885e-06,-1.8876e-06,-2.2461e-06,-2.174e-06,-2.4452e-06,-2.4448e-06,-2.0909e-06,-2.1213e-06,-2.1212e-06,-2.2054e-06,-2.2057e-06,-2.7401e-06,-2.74e-06,-3.0385e-06,-1.9964e-06,-2.5532e-06,-2.5532e-06,-2.0754e-06,-2.0755e-06,-2.1777e-06,-2.1774e-06,-1.8979e-06,-1.8978e-06,-1.9638e-06,-1.9638e-06,-3.4292e-06,-1.5755e-06
4,1,-2.503e-06,-2.9297e-06,-2.9294e-06,-2.7979e-06,-2.7985e-06,-2.2934e-06,-2.293e-06,-2.7845e-06,-2.6537e-06,-2.9838e-06,-2.9838e-06,-2.5545e-06,-2.5949e-06,-2.5948e-06,-2.6949e-06,-2.6948e-06,-3.3484e-06,-3.3484e-06,-3.6641e-06,-2.4383e-06,-3.119e-06,-3.119e-06,-2.5459e-06,-2.5459e-06,-2.66e-06,-2.6596e-06,-2.3203e-06,-2.3203e-06,-2.405e-06,-2.405e-06,-4.1439e-06,-1.9138e-06
5,1,-1.4259e-06,-1.4443e-06,-1.4441e-06,-1.367e-06,-1.3682e-06,-1.0422e-06,-1.041e-06,-1.1263e-06,-1.2954e-06,-1.507e-06,-1.5068e-06,-1.2743e-06,-1.2945e-06,-1.2945e-06,-1.2372e-06,-1.2378e-06,-1.6338e-06,-1.6337e-06,-1.7999e-06,-1.2285e-06,-1.5161e-06,-1.5161e-06,-1.2659e-06,-1.266e-06,-1.3133e-06,-1.3132e-06,-1.172e-06,-1.1721e-06,-1.2048e-06,-1.2048e-06,-2.0544e-06,-9.9347e-07
6,1,-1.0636e-06,-8.9429e-07,-8.9422e-07,-8.1827e-07,-8.1926e-07,-6.3368e-07,-6.3356e-07,-6.8957e-07,-7.3149e-07,-9.5598e-07,-9.5579e-07,-7.2186e-07,-7.4078e-07,-7.4064e-07,-6.908e-07,-6.9134e-07,-1.087e-06,-1.0871e-06,-1.2834e-06,-6.7881e-07,-9.5019e-07,-9.5028e-07,-7.0713e-07,-7.0735e-07,-8.0685e-07,-8.0619e-07,-6.2621e-07,-6.2619e-07,-6.4924e-07,-6.4923e-07,-1.5685e-06,-5.1494e-07
7,1,-6.0914e-08,6.0165e-07,6.0157e-07,5.6629e-07,5.6613e-07,6.3224e-07,6.3296e-07,6.3364e-07,5.7156e-07,5.78e-07,5.7824e-07,4.9979e-07,5.098e-07,5.1002e-07,6.173e-07,6.1763e-07,6.5297e-07,6.5297e-07,6.6962e-07,4.6804e-07,6.4546e-07,6.4549e-07,5.0463e-07,5.0456e-07,5.4799e-07,5.4974e-07,4.4338e-07,4.4361e-07,4.7318e-07,4.732e-07,7.1773e-07,3.6211e-07
8,1,1.578e-06,2.0631e-06,2.0628e-06,1.9326e-06,1.9328e-06,1.7766e-06,1.7778e-06,2.1677e-06,1.8684e-06,2.0352e-06,2.0352e-06,1.7393e-06,1.7703e-06,1.7703e-06,1.9794e-06,1.9795e-06,2.3801e-06,2.3801e-06,2.6322e-06,1.6406e-06,2.2058e-06,2.2058e-06,1.7331e-06,1.7331e-06,1.8552e-06,1.8548e-06,1.5479e-06,1.5479e-06,1.6169e-06,1.6168e-06,2.9988e-06,1.2672e-06
9,1,-8.8173e-07,-5.348e-07,-5.351e-07,-5.4369e-07,-5.4435e-07,-2.6599e-07,-2.6467e-07,-4.4277e-07,-4.6667e-07,-5.7458e-07,-5.7445e-07,-4.8365e-07,-4.8874e-07,-4.8878e-07,-4.815e-07,-4.8178e-07,-6.3544e-07,-6.3547e-07,-6.9711e-07,-4.6216e-07,-6.0139e-07,-6.0137e-07,-4.8041e-07,-4.8034e-07,-5.4405e-07,-5.4412e-07,-4.3392e-07,-4.3377e-07,-4.5268e-07,-4.5267e-07,-7.567e-07,-3.5017e-07
